ticker,company,lat,lon,lat_round,lon_round
SMCI,Supermicro,37.3361663,-121.890591,37.34,-121.89
SYF,Synchrony Financial,41.0534302,-73.5387341,41.05,-73.54
SNPS,Synopsys,37.3688301,-122.036349,37.37,-122.04
SYY,Sysco,29.7589382,-95.3676974,29.76,-95.37
TMUS,T-Mobile US,47.6144219,-122.192337,47.61,-122.19
TROW,T. Rowe Price,39.2908816,-76.610759,39.29,-76.61
TTWO,Take-Two Interactive,40.7127281,-74.0060152,40.71,-74.01
TPR,"Tapestry, Inc.",40.7127281,-74.0060152,40.71,-74.01
TRGP,Targa Resources,29.7589382,-95.3676974,29.76,-95.37
TGT,Target Corporation,44.9772995,-93.2654692,44.98,-93.27
TDY,Teledyne Technologies,34.1705609,-118.8375937,34.17,-118.84
TER,Teradyne,42.5750939,-71.0786653,42.58,-71.08
TSLA,"Tesla, Inc.",30.2711286,-97.7436995,30.27,-97.74
TXN,Texas Instruments,32.7762719,-96.7968559,32.78,-96.8
TPL,Texas Pacific Land Corporation,32.7762719,-96.7968559,32.78,-96.8
TXT,Textron,41.8239891,-71.4128343,41.82,-71.41
TMO,Thermo Fisher Scientific,42.3762385,-71.2355644,42.38,-71.24
TJX,TJX Companies,42.2773177,-71.4165905,42.28,-71.42
TKO,TKO Group Holdings,40.7127281,-74.0060152,40.71,-74.01
TTD,Trade Desk (The),34.4458248,-119.0779359,34.45,-119.08
TSCO,Tractor Supply,36.0325687,-86.7825235,36.03,-86.78
TT,Trane Technologies,38.4168505,-86.9969385,38.42,-87.0
TDG,TransDigm Group,41.4996574,-81.6936772,41.5,-81.69
TRV,Travelers Companies (The),40.7127281,-74.0060152,40.71,-74.01
TRMB,Trimble Inc.,39.8366528,-105.0372046,39.84,-105.04
TFC,Truist Financial,35.2272086,-80.8430827,35.23,-80.84
TYL,Tyler Technologies,33.0136764,-96.6925096,33.01,-96.69
TSN,Tyson Foods,36.1867442,-94.1288142,36.19,-94.13
USB,U.S. Bancorp,44.9772995,-93.2654692,44.98,-93.27
UBER,Uber,37.7932754,-122.3963589,37.79,-122.4
UDR,"UDR, Inc.",39.538565,-104.9725904,39.54,-104.97
ULTA,Ulta Beauty,41.7003302,-88.0717708,41.7,-88.07
UNP,Union Pacific Corporation,41.2587459,-95.9383758,41.26,-95.94
UAL,United Airlines Holdings,41.8755616,-87.6244212,41.88,-87.62
UPS,United Parcel Service,33.9242688,-84.3785379,33.92,-84.38
URI,United Rentals,41.0534302,-73.5387341,41.05,-73.54
UNH,UnitedHealth Group,44.9405086,-93.4638936,44.94,-93.46
UHS,Universal Health Services,40.0947624,-75.3851334,40.09,-75.39
VLO,Valero Energy,29.4246002,-98.4951405,29.42,-98.5
VTR,Ventas,41.8755616,-87.6244212,41.88,-87.62
VLTO,Veralto,42.3762385,-71.2355644,42.38,-71.24
VRSN,Verisign,38.9646244,-77.4463445,38.96,-77.45
VRSK,Verisk Analytics,40.7215682,-74.047455,40.72,-74.05
VZ,Verizon,40.7127281,-74.0060152,40.71,-74.01
VRTX,Vertex Pharmaceuticals,42.3554334,-71.060511,42.36,-71.06
VTRS,Viatris,40.4416941,-79.9900861,40.44,-79.99
VICI,Vici Properties,40.7127281,-74.0060152,40.71,-74.01
V,Visa Inc.,37.7932754,-122.3963589,37.79,-122.4
VST,Vistra Corp.,32.8295183,-96.9442177,32.83,-96.94
VMC,Vulcan Materials Company,33.5206824,-86.8024326,33.52,-86.8
WRB,W. R. Berkley Corporation,41.0264862,-73.6284598,41.03,-73.63
GWW,W. W. Grainger,42.2586461,-87.8407055,42.26,-87.84
WAB,Wabtec,40.4416941,-79.9900861,40.44,-79.99
WBA,Walgreens Boots Alliance,42.1711365,-87.8445119,42.17,-87.84
WMT,Walmart,36.3728608,-94.208787,36.37,-94.21
DIS,Walt Disney Company (The),34.1812089,-118.307201,34.18,-118.31
WBD,Warner Bros. Discovery,40.7127281,-74.0060152,40.71,-74.01
WM,Waste Management,29.7589382,-95.3676974,29.76,-95.37
WAT,Waters Corporation,42.1428913,-71.5164618,42.14,-71.52
WEC,WEC Energy Group,43.0386475,-87.9090751,43.04,-87.91
WFC,Wells Fargo,37.7932754,-122.3963589,37.79,-122.4
WELL,Welltower,41.6529143,-83.5378173,41.65,-83.54
WST,West Pharmaceutical Services,40.0299755,-75.6290456,40.03,-75.63
WDC,Western Digital,37.3361663,-121.890591,37.34,-121.89
WY,Weyerhaeuser,47.6038321,-122.330062,47.6,-122.33
WSM,"Williams-Sonoma, Inc.",37.7932754,-122.3963589,37.79,-122.4
WMB,Williams Companies,36.1563122,-95.9927516,36.16,-95.99
WDAY,"Workday, Inc.",37.6624312,-121.8746789,37.66,-121.87
WYNN,Wynn Resorts,36.0724299,-115.1474759,36.07,-115.15
XEL,Xcel Energy,44.9772995,-93.2654692,44.98,-93.27
XYL,Xylem Inc.,41.0339862,-73.7629097,41.03,-73.76
YUM,Yum! Brands,38.2542376,-85.759407,38.25,-85.76
ZBRA,Zebra Technologies,42.1900249,-87.9084039,42.19,-87.91
ZBH,Zimmer Biomet,41.2381017,-85.8530544,41.24,-85.85
ZTS,Zoetis,40.8578772,-74.4259866,40.86,-74.43
