ticker,firm,county_fips,county_name,state,lat,lon
PFE,Pfizer,1019,Clinton,Kentucky,40.7127281,-74.0060152
PCG,PG&E Corporation,2016,Lamoure,North Dakota,37.8044557,-122.271356
PM,Philip Morris International,1019,Clinton,Kentucky,40.7127281,-74.0060152
PSX,Phillips 66,1097,Scott,Kentucky,29.7589382,-95.3676974
PNW,Pinnacle West Capital,2016,Lamoure,North Dakota,33.4484367,-112.074141
PNC,PNC Financial Services,1071,McCracken,Kentucky,40.4416941,-79.9900861
POOL,Pool Corporation,1097,Scott,Kentucky,30.4753525,-90.1010474
PPG,PPG Industries,1071,McCracken,Kentucky,40.4416941,-79.9900861
PPL,PPL Corporation,1019,Clinton,Kentucky,40.6022552,-75.4716115
PFG,Principal Financial Group,1077,Metcalfe,Kentucky,41.5868654,-93.6249494
PG,Procter & Gamble,1071,McCracken,Kentucky,39.1014537,-84.5124602
PGR,Progressive Corporation,1071,McCracken,Kentucky,41.5595437,-81.4439274
PLD,Prologis,2016,Lamoure,North Dakota,37.7932754,-122.3963589
PRU,Prudential Financial,1019,Clinton,Kentucky,40.735657,-74.1723667
PEG,Public Service Enterprise Group,1019,Clinton,Kentucky,40.735657,-74.1723667
PTC,PTC Inc.,1019,Clinton,Kentucky,42.3554334,-71.060511
PSA,Public Storage,2016,Lamoure,North Dakota,34.1469416,-118.2478471
PHM,PulteGroup,1029,Franklin,Kentucky,33.7544657,-84.3898151
PWR,Quanta Services,1097,Scott,Kentucky,29.7589382,-95.3676974
QCOM,Qualcomm,2016,Lamoure,North Dakota,32.7174202,-117.162772
DGX,Quest Diagnostics,1019,Clinton,Kentucky,40.7899291,-74.0566735
RL,Ralph Lauren Corporation,1019,Clinton,Kentucky,40.7127281,-74.0060152
RJF,Raymond James Financial,1069,Martin,Kentucky,27.7712264,-82.6340259
RTX,RTX Corporation,1019,Clinton,Kentucky,42.3762385,-71.2355644
O,Realty Income,2016,Lamoure,North Dakota,32.7174202,-117.162772
REG,Regency Centers,1069,Martin,Kentucky,30.3321838,-81.655651
REGN,Regeneron Pharmaceuticals,1019,Clinton,Kentucky,41.0762077,-73.8587461
RF,Regions Financial Corporation,1073,McLean,Kentucky,33.5206824,-86.8024326
RSG,Republic Services,2016,Lamoure,North Dakota,33.4484367,-112.074141
RMD,ResMed,2016,Lamoure,North Dakota,32.7174202,-117.162772
RVTY,Revvity,1019,Clinton,Kentucky,42.3762385,-71.2355644
ROK,Rockwell Automation,1077,Metcalfe,Kentucky,43.0386475,-87.9090751
ROL,"Rollins, Inc.",1029,Franklin,Kentucky,33.7544657,-84.3898151
ROP,Roper Technologies,1069,Martin,Kentucky,27.3365805,-82.5308545
ROST,Ross Stores,2016,Lamoure,North Dakota,37.7021521,-121.9357918
RCL,Royal Caribbean Group,1069,Martin,Kentucky,25.7741566,-80.1935973
SPGI,S&P Global,1019,Clinton,Kentucky,40.7127281,-74.0060152
CRM,Salesforce,2016,Lamoure,North Dakota,37.7932754,-122.3963589
SBAC,SBA Communications,1069,Martin,Kentucky,26.3586885,-80.0830984
SLB,Schlumberger,1097,Scott,Kentucky,29.7589382,-95.3676974
STX,Seagate Technology,1077,Metcalfe,Kentucky,38.4168505,-86.9969385
SRE,Sempra,2016,Lamoure,North Dakota,32.7174202,-117.162772
NOW,ServiceNow,2016,Lamoure,North Dakota,37.3541132,-121.955174
SHW,Sherwin-Williams,1071,McCracken,Kentucky,41.4996574,-81.6936772
SPG,Simon Property Group,1071,McCracken,Kentucky,39.7683331,-86.1583502
SWKS,Skyworks Solutions,2016,Lamoure,North Dakota,33.6856969,-117.825981
SJM,J.M. Smucker Company (The),1071,McCracken,Kentucky,40.8436664,-81.7640212
SW,Smurfit Westrock,1077,Metcalfe,Kentucky,38.4168505,-86.9969385
SNA,Snap-on,1077,Metcalfe,Kentucky,42.5846773,-87.8212263
SOLV,Solventum,1077,Metcalfe,Kentucky,44.9497487,-93.0931028
SO,Southern Company,1029,Franklin,Kentucky,33.7544657,-84.3898151
LUV,Southwest Airlines,1023,Edmonson,Kentucky,32.7762719,-96.7968559
SWK,Stanley Black & Decker,1019,Clinton,Kentucky,41.6612104,-72.7795419
SBUX,Starbucks,2130,Warren,Ohio,47.6038321,-122.330062
STT,State Street Corporation,1019,Clinton,Kentucky,42.3554334,-71.060511
STLD,Steel Dynamics,1071,McCracken,Kentucky,41.0799898,-85.1386015
STE,Steris,1077,Metcalfe,Kentucky,38.4168505,-86.9969385
SYK,Stryker Corporation,1071,McCracken,Kentucky,42.291707,-85.5872286
SMCI,Supermicro,2016,Lamoure,North Dakota,37.3361663,-121.890591
SYF,Synchrony Financial,1019,Clinton,Kentucky,41.0534302,-73.5387341
SNPS,Synopsys,2016,Lamoure,North Dakota,37.3688301,-122.036349
SYY,Sysco,1097,Scott,Kentucky,29.7589382,-95.3676974
TMUS,T-Mobile US,2130,Warren,Ohio,47.6144219,-122.192337
TROW,T. Rowe Price,1019,Clinton,Kentucky,39.2908816,-76.610759
TTWO,Take-Two Interactive,1019,Clinton,Kentucky,40.7127281,-74.0060152
TPR,"Tapestry, Inc.",1019,Clinton,Kentucky,40.7127281,-74.0060152
TRGP,Targa Resources,1097,Scott,Kentucky,29.7589382,-95.3676974
TGT,Target Corporation,1077,Metcalfe,Kentucky,44.9772995,-93.2654692
TDY,Teledyne Technologies,2016,Lamoure,North Dakota,34.1705609,-118.8375937
TER,Teradyne,1019,Clinton,Kentucky,42.5750939,-71.0786653
TSLA,"Tesla, Inc.",1097,Scott,Kentucky,30.2711286,-97.7436995
TXN,Texas Instruments,1023,Edmonson,Kentucky,32.7762719,-96.7968559
TPL,Texas Pacific Land Corporation,1023,Edmonson,Kentucky,32.7762719,-96.7968559
TXT,Textron,1019,Clinton,Kentucky,41.8239891,-71.4128343
TMO,Thermo Fisher Scientific,1019,Clinton,Kentucky,42.3762385,-71.2355644
TJX,TJX Companies,1019,Clinton,Kentucky,42.2773177,-71.4165905
TKO,TKO Group Holdings,1019,Clinton,Kentucky,40.7127281,-74.0060152
TTD,Trade Desk (The),2016,Lamoure,North Dakota,34.4458248,-119.0779359
TSCO,Tractor Supply,1083,Nicholas,Kentucky,36.0325687,-86.7825235
TT,Trane Technologies,1077,Metcalfe,Kentucky,38.4168505,-86.9969385
TDG,TransDigm Group,1071,McCracken,Kentucky,41.4996574,-81.6936772
TRV,Travelers Companies (The),1019,Clinton,Kentucky,40.7127281,-74.0060152
TRMB,Trimble Inc.,2016,Lamoure,North Dakota,39.8366528,-105.0372046
TFC,Truist Financial,1019,Clinton,Kentucky,35.2272086,-80.8430827
TYL,Tyler Technologies,1023,Edmonson,Kentucky,33.0136764,-96.6925096
TSN,Tyson Foods,1075,Menifee,Kentucky,36.1867442,-94.1288142
USB,U.S. Bancorp,1077,Metcalfe,Kentucky,44.9772995,-93.2654692
UBER,Uber,2016,Lamoure,North Dakota,37.7932754,-122.3963589
UDR,"UDR, Inc.",2016,Lamoure,North Dakota,39.538565,-104.9725904
ULTA,Ulta Beauty,1077,Metcalfe,Kentucky,41.7003302,-88.0717708
UNP,Union Pacific Corporation,1077,Metcalfe,Kentucky,41.2587459,-95.9383758
UAL,United Airlines Holdings,1077,Metcalfe,Kentucky,41.8755616,-87.6244212
UPS,United Parcel Service,1029,Franklin,Kentucky,33.9242688,-84.3785379
URI,United Rentals,1019,Clinton,Kentucky,41.0534302,-73.5387341
UNH,UnitedHealth Group,1077,Metcalfe,Kentucky,44.9405086,-93.4638936
UHS,Universal Health Services,1019,Clinton,Kentucky,40.0947624,-75.3851334
VLO,Valero Energy,1097,Scott,Kentucky,29.4246002,-98.4951405
VTR,Ventas,1077,Metcalfe,Kentucky,41.8755616,-87.6244212
VLTO,Veralto,1019,Clinton,Kentucky,42.3762385,-71.2355644
VRSN,Verisign,1019,Clinton,Kentucky,38.9646244,-77.4463445
VRSK,Verisk Analytics,1019,Clinton,Kentucky,40.7215682,-74.047455
VZ,Verizon,1019,Clinton,Kentucky,40.7127281,-74.0060152
VRTX,Vertex Pharmaceuticals,1019,Clinton,Kentucky,42.3554334,-71.060511
VTRS,Viatris,1071,McCracken,Kentucky,40.4416941,-79.9900861
VICI,Vici Properties,1019,Clinton,Kentucky,40.7127281,-74.0060152
V,Visa Inc.,2016,Lamoure,North Dakota,37.7932754,-122.3963589
VST,Vistra Corp.,1023,Edmonson,Kentucky,32.8295183,-96.9442177
VMC,Vulcan Materials Company,1073,McLean,Kentucky,33.5206824,-86.8024326
WRB,W. R. Berkley Corporation,1019,Clinton,Kentucky,41.0264862,-73.6284598
GWW,W. W. Grainger,1077,Metcalfe,Kentucky,42.2586461,-87.8407055
WAB,Wabtec,1071,McCracken,Kentucky,40.4416941,-79.9900861
WBA,Walgreens Boots Alliance,1077,Metcalfe,Kentucky,42.1711365,-87.8445119
WMT,Walmart,1033,Grant,Kentucky,36.3728608,-94.208787
DIS,Walt Disney Company (The),2016,Lamoure,North Dakota,34.1812089,-118.307201
WBD,Warner Bros. Discovery,1019,Clinton,Kentucky,40.7127281,-74.0060152
WM,Waste Management,1097,Scott,Kentucky,29.7589382,-95.3676974
WAT,Waters Corporation,1019,Clinton,Kentucky,42.1428913,-71.5164618
WEC,WEC Energy Group,1077,Metcalfe,Kentucky,43.0386475,-87.9090751
WFC,Wells Fargo,2016,Lamoure,North Dakota,37.7932754,-122.3963589
WELL,Welltower,1071,McCracken,Kentucky,41.6529143,-83.5378173
WST,West Pharmaceutical Services,1019,Clinton,Kentucky,40.0299755,-75.6290456
WDC,Western Digital,2016,Lamoure,North Dakota,37.3361663,-121.890591
WY,Weyerhaeuser,2130,Warren,Ohio,47.6038321,-122.330062
WSM,"Williams-Sonoma, Inc.",2016,Lamoure,North Dakota,37.7932754,-122.3963589
WMB,Williams Companies,1075,Menifee,Kentucky,36.1563122,-95.9927516
WDAY,"Workday, Inc.",2016,Lamoure,North Dakota,37.6624312,-121.8746789
WYNN,Wynn Resorts,2016,Lamoure,North Dakota,36.0724299,-115.1474759
XEL,Xcel Energy,1077,Metcalfe,Kentucky,44.9772995,-93.2654692
XYL,Xylem Inc.,1019,Clinton,Kentucky,41.0339862,-73.7629097
YUM,Yum! Brands,1071,McCracken,Kentucky,38.2542376,-85.759407
ZBRA,Zebra Technologies,1077,Metcalfe,Kentucky,42.1900249,-87.9084039
ZBH,Zimmer Biomet,1071,McCracken,Kentucky,41.2381017,-85.8530544
ZTS,Zoetis,1019,Clinton,Kentucky,40.8578772,-74.4259866
